11,11,1,8,1,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11,11,11,11,11,2
11,11,1,8,7,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11,11,11,11,11,11,2
13,13,1,8,8,6,11,11,11,11,11,11,11,11,11,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11,11,11,11,11,11,2
14,11,1,7,7,6,11,11,11,11,11,11,11,11,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,11,11,3,3,3,3,3,3,3,15,15,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11
1,13,6,8,7,6,11,11,11,11,11,11,12,11,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,3,3,3,3,3,11,11,11,3,3,3,3,3,3,15,15,15,15,3,3,3,3,3,15,15,15,15,3,15,15,15,3,3,3,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
14,14,14,8,7,6,1,13,11,11,11,12,12,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,3,3,3,3,3,3,11,11,11,3,3,3,3,3,15,15,15,15,15,15,3,15,15,15,15,15,15,15,15,15,15,3,3,3,3,11,11,11,11,11,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
14,5,1,1,8,1,13,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,3,3,3,3,3,3,11,11,11,11,3,3,3,3,3,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,3,3,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
14,1,8,7,8,6,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,3,3,3,3,3,3,11,11,11,3,3,3,3,3,3,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,12,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
8,14,8,7,1,1,1,11,11,11,11,11,11,11,11,11,11,6,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,11,3,3,3,3,3,3,3,11,11,3,3,3,3,3,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,12,3,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
5,5,8,7,7,6,13,11,11,11,11,11,11,11,11,9,9,9,13,13,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,12,12,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6,5,5,7,7,6,13,11,11,11,11,11,11,11,0,15,15,15,0,9,0,13,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,11,11,3,3,3,3,3,3,3,3,3,11,3,3,3,3,3,3,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,12,12,11,11,11,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
6,5,8,1,8,1,6,13,13,9,9,13,9,9,0,0,9,9,0,0,0,6,11,11,3,3,3,11,11,11,11,11,12,12,12,12,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,15,15,15,15,15,15,15,15,15,15,15,15,12,12,12,12,11,11,11,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,3,11,11,11,11,11,11,11,11
6,8,8,5,8,6,14,1,9,9,9,9,9,9,9,9,10,9,0,0,0,9,11,3,3,3,3,3,11,11,12,12,12,12,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,15,15,15,15,15,15,15,15,15,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,3,3,3,3,3,11,11,11,11,11
5,8,5,5,8,14,6,13,6,9,9,9,9,9,9,9,6,9,9,9,0,0,2,3,3,3,3,3,3,12,12,12,12,11,11,11,11,3,3,3,3,3,3,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,15,12,12,12,15,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,3,3,3,3,3,3,3,3,11,11,11,11
1,7,5,5,10,5,6,13,6,6,9,9,9,9,6,9,6,9,0,9,9,0,6,2,3,3,3,3,12,12,12,12,11,11,11,11,3,3,3,3,3,3,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,3,3,3,3,3,3,3,3,11,11,11,11,11
